"covariate_id","covariate_name","covariate_analysis_id","analysis_id","database_id"
381859202,"condition_era during day -365 through 0 days relative to index: Infective otitis externa",202,1,"HIRA"
200675202,"condition_era during day -365 through 0 days relative to index: Neoplasm of uncertain behavior of ovary",202,1,"HIRA"
4057513202,"condition_era during day -365 through 0 days relative to index: Chronic superficial gastritis",202,1,"HIRA"
4277280202,"condition_era during day -365 through 0 days relative to index: Scrotal pruritus",202,1,"HIRA"
40484028202,"condition_era during day -365 through 0 days relative to index: Dental caries extending into dentin",202,1,"HIRA"
36713625202,"condition_era during day -365 through 0 days relative to index: Injury of rotator cuff",202,1,"HIRA"
4248429202,"condition_era during day -365 through 0 days relative to index: Gastric ulcer without hemorrhage AND without perforation",202,1,"HIRA"
436278202,"condition_era during day -365 through 0 days relative to index: Contusion of thigh",202,1,"HIRA"
4333677202,"condition_era during day -365 through 0 days relative to index: Mania",202,1,"HIRA"
132797202,"condition_era during day -365 through 0 days relative to index: Sepsis",202,1,"HIRA"
40482507202,"condition_era during day -365 through 0 days relative to index: Incipient senile cataract",202,1,"HIRA"
4043738202,"condition_era during day -365 through 0 days relative to index: Hydrocephalus",202,1,"HIRA"
4101149202,"condition_era during day -365 through 0 days relative to index: Non-organic psychosis",202,1,"HIRA"
77162202,"condition_era during day -365 through 0 days relative to index: Injury of ankle",202,1,"HIRA"
4214438202,"condition_era during day -365 through 0 days relative to index: Infectious eczematoid dermatitis",202,1,"HIRA"
256449202,"condition_era during day -365 through 0 days relative to index: Bronchiectasis",202,1,"HIRA"
4142066202,"condition_era during day -365 through 0 days relative to index: Secondary oligomenorrhea",202,1,"HIRA"
36716659202,"condition_era during day -365 through 0 days relative to index: Recurrent aphthous stomatitis",202,1,"HIRA"
73075202,"condition_era during day -365 through 0 days relative to index: Contusion of upper limb",202,1,"HIRA"
4069646202,"condition_era during day -365 through 0 days relative to index: Flatback syndrome",202,1,"HIRA"
4166125202,"condition_era during day -365 through 0 days relative to index: Localized swelling, mass and lump, neck",202,1,"HIRA"
4057580202,"condition_era during day -365 through 0 days relative to index: Fracture of phalanx of finger",202,1,"HIRA"
4146738202,"condition_era during day -365 through 0 days relative to index: Id reaction",202,1,"HIRA"
377280202,"condition_era during day -365 through 0 days relative to index: Disorder of cornea",202,1,"HIRA"
4197094202,"condition_era during day -365 through 0 days relative to index: Disorder of lower gastrointestinal tract",202,1,"HIRA"
312327202,"condition_era during day -365 through 0 days relative to index: Acute myocardial infarction",202,1,"HIRA"
4065997202,"condition_era during day -365 through 0 days relative to index: Cellulitis of face",202,1,"HIRA"
437828202,"condition_era during day -365 through 0 days relative to index: Disorder of calcium metabolism",202,1,"HIRA"
377572202,"condition_era during day -365 through 0 days relative to index: Noise effects on inner ear",202,1,"HIRA"
316999202,"condition_era during day -365 through 0 days relative to index: Conduction disorder of the heart",202,1,"HIRA"
432768202,"condition_era during day -365 through 0 days relative to index: Corneal foreign body",202,1,"HIRA"
374360202,"condition_era during day -365 through 0 days relative to index: Disorder of optic nerve",202,1,"HIRA"
134159202,"condition_era during day -365 through 0 days relative to index: Precordial pain",202,1,"HIRA"
4262580202,"condition_era during day -365 through 0 days relative to index: Primary sleep apnea of newborn",202,1,"HIRA"
441258202,"condition_era during day -365 through 0 days relative to index: Anemia in neoplastic disease",202,1,"HIRA"
193249202,"condition_era during day -365 through 0 days relative to index: Acute hemorrhagic gastritis",202,1,"HIRA"
4047533202,"condition_era during day -365 through 0 days relative to index: White blood cell abnormality",202,1,"HIRA"
436466202,"condition_era during day -365 through 0 days relative to index: Balanoposthitis",202,1,"HIRA"
4102341202,"condition_era during day -365 through 0 days relative to index: Spastic tetraplegia",202,1,"HIRA"
140168202,"condition_era during day -365 through 0 days relative to index: Psoriasis",202,1,"HIRA"
444445202,"condition_era during day -365 through 0 days relative to index: Benign neoplasm of skin of lower limb",202,1,"HIRA"
192674202,"condition_era during day -365 through 0 days relative to index: Allergic gastroenteritis and colitis",202,1,"HIRA"
45770886202,"condition_era during day -365 through 0 days relative to index: Disorder of plasma protein metabolism",202,1,"HIRA"
196907202,"condition_era during day -365 through 0 days relative to index: Trichuriasis",202,1,"HIRA"
4022073202,"condition_era during day -365 through 0 days relative to index: Dependence on wheelchair",202,1,"HIRA"
442752202,"condition_era during day -365 through 0 days relative to index: Muscle pain",202,1,"HIRA"
75614202,"condition_era during day -365 through 0 days relative to index: Acrodermatitis continua",202,1,"HIRA"
37016342202,"condition_era during day -365 through 0 days relative to index: Hypothyroidism caused by drug",202,1,"HIRA"
4003171202,"condition_era during day -365 through 0 days relative to index: Benign neoplasm of meninges",202,1,"HIRA"
315085202,"condition_era during day -365 through 0 days relative to index: Lymphadenopathy",202,1,"HIRA"
375415202,"condition_era during day -365 through 0 days relative to index: Injury of head",202,1,"HIRA"
134898202,"condition_era during day -365 through 0 days relative to index: Non-toxic uninodular goiter",202,1,"HIRA"
318443202,"condition_era during day -365 through 0 days relative to index: Arteriosclerotic vascular disease",202,1,"HIRA"
312337202,"condition_era during day -365 through 0 days relative to index: Arterial embolus and thrombosis",202,1,"HIRA"
4264073202,"condition_era during day -365 through 0 days relative to index: Fracture of tooth",202,1,"HIRA"
4243445202,"condition_era during day -365 through 0 days relative to index: Benign neoplasm of pancreas",202,1,"HIRA"
380111202,"condition_era during day -365 through 0 days relative to index: Acute atopic conjunctivitis",202,1,"HIRA"
436986202,"condition_era during day -365 through 0 days relative to index: Enophthalmos",202,1,"HIRA"
4138403202,"condition_era during day -365 through 0 days relative to index: Polyp of nasal sinus",202,1,"HIRA"
132393202,"condition_era during day -365 through 0 days relative to index: Pressure ulcer stage 1",202,1,"HIRA"
4046351202,"condition_era during day -365 through 0 days relative to index: Intercostal neuropathy",202,1,"HIRA"
4170635202,"condition_era during day -365 through 0 days relative to index: Superficial injury of neck",202,1,"HIRA"
4182847202,"condition_era during day -365 through 0 days relative to index: Simple phobia",202,1,"HIRA"
441536202,"condition_era during day -365 through 0 days relative to index: Mixed acid-base balance disorder",202,1,"HIRA"
4319151202,"condition_era during day -365 through 0 days relative to index: Traumatic amputation of finger",202,1,"HIRA"
4064036202,"condition_era during day -365 through 0 days relative to index: Generalized skin eruption caused by drug and medicament",202,1,"HIRA"
4174309202,"condition_era during day -365 through 0 days relative to index: Congenital bacterial pneumonia",202,1,"HIRA"
40277917202,"condition_era during day -365 through 0 days relative to index: Intellectual disability",202,1,"HIRA"
193818202,"condition_era during day -365 through 0 days relative to index: Calculus of prostate",202,1,"HIRA"
4289933202,"condition_era during day -365 through 0 days relative to index: Malignant hypertension",202,1,"HIRA"
444187202,"condition_era during day -365 through 0 days relative to index: Open wound",202,1,"HIRA"
45770891202,"condition_era during day -365 through 0 days relative to index: Allergic contact dermatitis caused by plant material",202,1,"HIRA"
198075202,"condition_era during day -365 through 0 days relative to index: Condyloma acuminatum of the anogenital region",202,1,"HIRA"
381862202,"condition_era during day -365 through 0 days relative to index: Paralytic strabismus",202,1,"HIRA"
141248202,"condition_era during day -365 through 0 days relative to index: Benign neoplasm of skin of lip",202,1,"HIRA"
4137430202,"condition_era during day -365 through 0 days relative to index: Idiopathic thrombocytopenic purpura",202,1,"HIRA"
432851202,"condition_era during day -365 through 0 days relative to index: Secondary malignant neoplastic disease",202,1,"HIRA"
432899202,"condition_era during day -365 through 0 days relative to index: Normal pressure hydrocephalus",202,1,"HIRA"
135287202,"condition_era during day -365 through 0 days relative to index: Non-neoplastic nevus",202,1,"HIRA"
4155529202,"condition_era during day -365 through 0 days relative to index: Mechanical complication of intrauterine contraceptive device",202,1,"HIRA"
434821202,"condition_era during day -365 through 0 days relative to index: Systemic inflammatory response syndrome",202,1,"HIRA"
439103202,"condition_era during day -365 through 0 days relative to index: Articular cartilage disorder",202,1,"HIRA"
81939202,"condition_era during day -365 through 0 days relative to index: Recurrent dislocation of joint",202,1,"HIRA"
4208390202,"condition_era during day -365 through 0 days relative to index: Inflammation of sacroiliac joint",202,1,"HIRA"
134461202,"condition_era during day -365 through 0 days relative to index: Tietze's disease",202,1,"HIRA"
4000982202,"condition_era during day -365 through 0 days relative to index: Cyst of bursa",202,1,"HIRA"
4194889202,"condition_era during day -365 through 0 days relative to index: Enthesopathy of lower limb",202,1,"HIRA"
4049659202,"condition_era during day -365 through 0 days relative to index: Subcortical hemorrhage",202,1,"HIRA"
40481327202,"condition_era during day -365 through 0 days relative to index: Acquired absence of all teeth",202,1,"HIRA"
4177206202,"condition_era during day -365 through 0 days relative to index: Tubulointerstitial nephritis",202,1,"HIRA"
36712846202,"condition_era during day -365 through 0 days relative to index: Persistent proteinuria",202,1,"HIRA"
24970202,"condition_era during day -365 through 0 days relative to index: Chronic laryngitis",202,1,"HIRA"
439081202,"condition_era during day -365 through 0 days relative to index: Premenstrual tension syndrome",202,1,"HIRA"
4060950202,"condition_era during day -365 through 0 days relative to index: Acute parametritis",202,1,"HIRA"
40485073202,"condition_era during day -365 through 0 days relative to index: Injury of cruciate ligament of knee",202,1,"HIRA"
137820202,"condition_era during day -365 through 0 days relative to index: Postoperative hypothyroidism",202,1,"HIRA"
201337202,"condition_era during day -365 through 0 days relative to index: Disorder of bladder",202,1,"HIRA"
443411202,"condition_era during day -365 through 0 days relative to index: Abnormal cytology findings",202,1,"HIRA"
37116845202,"condition_era during day -365 through 0 days relative to index: Acute severe refractory exacerbation of asthma",202,1,"HIRA"
4279913202,"condition_era during day -365 through 0 days relative to index: Primary ovarian failure",202,1,"HIRA"
321876202,"condition_era during day -365 through 0 days relative to index: Disorder of capillaries",202,1,"HIRA"
379019202,"condition_era during day -365 through 0 days relative to index: Conjunctivitis",202,1,"HIRA"
4201387202,"condition_era during day -365 through 0 days relative to index: Tracheostomy present",202,1,"HIRA"
4308074202,"condition_era during day -365 through 0 days relative to index: Pyogenic granuloma",202,1,"HIRA"
46272242202,"condition_era during day -365 through 0 days relative to index: Intestinal obstruction co-occurrent and due to decreased peristalsis",202,1,"HIRA"
141056202,"condition_era during day -365 through 0 days relative to index: Acute ethmoidal sinusitis",202,1,"HIRA"
4174044202,"condition_era during day -365 through 0 days relative to index: Chronic peptic ulcer with hemorrhage",202,1,"HIRA"
196569202,"condition_era during day -365 through 0 days relative to index: Contusion of abdominal wall",202,1,"HIRA"
316135202,"condition_era during day -365 through 0 days relative to index: Atrioventricular block",202,1,"HIRA"
46270715202,"condition_era during day -365 through 0 days relative to index: Parosmia",202,1,"HIRA"
43531003202,"condition_era during day -365 through 0 days relative to index: Essential tremor",202,1,"HIRA"
442560202,"condition_era during day -365 through 0 days relative to index: Fracture of femur",202,1,"HIRA"
439082202,"condition_era during day -365 through 0 days relative to index: Menopausal syndrome",202,1,"HIRA"
435140202,"condition_era during day -365 through 0 days relative to index: Toxic effect of alcohol",202,1,"HIRA"
141932202,"condition_era during day -365 through 0 days relative to index: Senile hyperkeratosis",202,1,"HIRA"
4251306202,"condition_era during day -365 through 0 days relative to index: Stress",202,1,"HIRA"
4150301202,"condition_era during day -365 through 0 days relative to index: Stenosis and insufficiency of lacrimal passages",202,1,"HIRA"
73574202,"condition_era during day -365 through 0 days relative to index: Nonunion of fracture",202,1,"HIRA"
313459202,"condition_era during day -365 through 0 days relative to index: Sleep apnea",202,1,"HIRA"
4145825202,"condition_era during day -365 through 0 days relative to index: Anorectal disorder",202,1,"HIRA"
